global_batch,control_batch,arrow_task_batch,qa_task_batch
76100,0.001273,0.003096,0.001062
76200,0.001235,0.003144,0.001032
76300,0.001273,0.003112,0.001104
76400,0.001269,0.003056,0.001048
76500,0.001271,0.003067,0.001025
76600,0.001175,0.003027,0.001049
76700,0.001271,0.003067,0.001052
76800,0.001251,0.003073,0.001045
76900,0.001285,0.003061,0.001049
77000,0.001242,0.003093,0.001048
77100,0.001252,0.003058,0.001060
77200,0.001220,0.003081,0.001046
77300,0.001258,0.003075,0.001041
77400,0.001256,0.003061,0.001049
77500,0.001187,0.003059,0.001041
77600,0.001239,0.003039,0.001053
77700,0.001232,0.003081,0.001059
77800,0.001260,0.003081,0.001058
77900,0.001258,0.003082,0.001047
78000,0.001178,0.003032,0.001069
78100,0.001237,0.003076,0.001050
78200,0.001234,0.003131,0.001054
78300,0.001229,0.003070,0.001055
78400,0.001280,0.003090,0.001049
78500,0.001216,0.003077,0.001053
78600,0.001216,0.003125,0.001040
78700,0.001255,0.003101,0.001052
78800,0.001278,0.003082,0.001048
78900,0.001258,0.003033,0.001055
79000,0.001245,0.003035,0.001046
79100,0.001253,0.003080,0.001047
79200,0.001253,0.003087,0.001069
79300,0.001233,0.003048,0.001054
79400,0.001189,0.003077,0.001065
79500,0.001249,0.003053,0.001042
79600,0.001210,0.003058,0.001048
79700,0.001202,0.003050,0.001043
79800,0.001228,0.003009,0.001051
79900,0.001255,0.003037,0.001046
80000,0.001243,0.003068,0.001049
80100,0.001273,0.003048,0.001041
80200,0.001266,0.003095,0.001055
80300,0.001237,0.003059,0.001039
80400,0.001213,0.003080,0.001041
80500,0.001248,0.003053,0.001043
80600,0.001208,0.003088,0.001056
80700,0.001272,0.003088,0.001052
80800,0.001238,0.003066,0.001041
80900,0.001214,0.003086,0.001051
81000,0.001265,0.003054,0.001028
81100,0.001284,0.002992,0.001028
81200,0.001220,0.003056,0.001039
81300,0.001254,0.003038,0.001039
81400,0.001277,0.003021,0.001044
81500,0.001268,0.003072,0.001025
81600,0.001246,0.003034,0.001052
81700,0.001215,0.003098,0.001044
81800,0.001241,0.003065,0.001053
81900,0.001219,0.003089,0.001052
82000,0.001261,0.003085,0.001042
82100,0.001234,0.003059,0.001037
82200,0.001306,0.003100,0.001048
82300,0.001244,0.003064,0.001053
82400,0.001248,0.003033,0.001031
82500,0.001383,0.003062,0.001035
82600,0.001245,0.003031,0.001051
82700,0.001274,0.003095,0.001052
82800,0.001309,0.003096,0.001063
82900,0.001248,0.003113,0.001051
83000,0.001271,0.003046,0.001041
83100,0.001289,0.003062,0.001090
83200,0.001247,0.003043,0.001040
83300,0.001224,0.003047,0.001078
83400,0.001254,0.002986,0.001042
83500,0.001260,0.003070,0.001049
83600,0.001270,0.003030,0.001074
83700,0.001242,0.003061,0.001057
83800,0.001214,0.003020,0.001055
83900,0.001249,0.003092,0.001029
84000,0.001261,0.003088,0.001053
84100,0.001262,0.003092,0.001040
84200,0.001268,0.003059,0.001042
84300,0.001239,0.003046,0.001048
84400,0.001230,0.003052,0.001038
84500,0.001257,0.003059,0.001046
84600,0.001233,0.003050,0.001034
84700,0.001226,0.003045,0.001043
