batch,total_loss,img_recall_loss,text_loss,weight_ce_loss
34100,0.04919016361236572,0.0,0.0,0.04919016361236572
34200,0.04691252112388611,0.0,0.0,0.04691252112388611
34300,0.019999999552965164,0.0,0.0,0.019999999552965164
34400,0.03184011951088905,0.0,0.0,0.03184011951088905
34500,0.047660619020462036,0.0,0.0,0.047660619020462036
34600,0.019999999552965164,0.0,0.0,0.019999999552965164
34700,0.0316661037504673,0.0,0.0,0.0316661037504673
34800,0.04575507342815399,0.0,0.0,0.04575507342815399
34900,0.019999999552965164,0.0,0.0,0.019999999552965164
35000,0.031687960028648376,0.0,0.0,0.031687960028648376
35100,0.04563097655773163,0.0,0.0,0.04563097655773163
35200,0.019999999552965164,0.0,0.0,0.019999999552965164
35300,0.03169575706124306,0.0,0.0,0.03169575706124306
35400,0.045082174241542816,0.0,0.0,0.045082174241542816
35500,0.019999999552965164,0.0,0.0,0.019999999552965164
35600,0.03164016082882881,0.0,0.0,0.03164016082882881
35700,0.04571487754583359,0.0,0.0,0.04571487754583359
35800,0.019999999552965164,0.0,0.0,0.019999999552965164
35900,0.03158692270517349,0.0,0.0,0.03158692270517349
36000,0.04543166607618332,0.0,0.0,0.04543166607618332
36100,0.019999999552965164,0.0,0.0,0.019999999552965164
36200,0.031571872532367706,0.0,0.0,0.031571872532367706
36300,0.044947102665901184,0.0,0.0,0.044947102665901184
36400,0.019999999552965164,0.0,0.0,0.019999999552965164
36500,0.03162084519863129,0.0,0.0,0.03162084519863129
36600,0.05013003945350647,0.0,0.0,0.05013003945350647
36700,0.019999999552965164,0.0,0.0,0.019999999552965164
36800,0.03163083270192146,0.0,0.0,0.03163083270192146
36900,0.04517942667007446,0.0,0.0,0.04517942667007446
37000,0.019999999552965164,0.0,0.0,0.019999999552965164
37100,0.03357238322496414,0.0,0.0,0.03357238322496414
37200,0.06579498201608658,0.0,0.0,0.06579498201608658
37300,0.019999999552965164,0.0,0.0,0.019999999552965164
37400,0.031845226883888245,0.0,0.0,0.031845226883888245
37500,0.051120080053806305,0.0,0.0,0.051120080053806305
37600,0.019999999552965164,0.0,0.0,0.019999999552965164
37700,0.03181225433945656,0.0,0.0,0.03181225433945656
37800,0.04783700406551361,0.0,0.0,0.04783700406551361
37900,0.019999999552965164,0.0,0.0,0.019999999552965164
38000,0.0317857451736927,0.0,0.0,0.0317857451736927
38100,0.04545709490776062,0.0,0.0,0.04545709490776062
38200,0.019999999552965164,0.0,0.0,0.019999999552965164
38300,0.03216380625963211,0.0,0.0,0.03216380625963211
38400,0.045196935534477234,0.0,0.0,0.045196935534477234
38500,0.019999999552965164,0.0,0.0,0.019999999552965164
38600,0.0320647694170475,0.0,0.0,0.0320647694170475
38700,0.04529649019241333,0.0,0.0,0.04529649019241333
38800,0.019999999552965164,0.0,0.0,0.019999999552965164
38900,0.03181671351194382,0.0,0.0,0.03181671351194382
39000,0.04743552953004837,0.0,0.0,0.04743552953004837
39100,0.019999999552965164,0.0,0.0,0.019999999552965164
39200,0.03164225071668625,0.0,0.0,0.03164225071668625
39300,0.045271895825862885,0.0,0.0,0.045271895825862885
39400,0.019999999552965164,0.0,0.0,0.019999999552965164
39500,0.03170185908675194,0.0,0.0,0.03170185908675194
39600,0.04510326683521271,0.0,0.0,0.04510326683521271
39700,0.019999999552965164,0.0,0.0,0.019999999552965164
39800,0.031581759452819824,0.0,0.0,0.031581759452819824
39900,0.044958584010601044,0.0,0.0,0.044958584010601044
40000,0.019999999552965164,0.0,0.0,0.019999999552965164
40100,0.03159748390316963,0.0,0.0,0.03159748390316963
40200,0.044880107045173645,0.0,0.0,0.044880107045173645
40300,0.019999999552965164,0.0,0.0,0.019999999552965164
40400,0.03160680830478668,0.0,0.0,0.03160680830478668
40500,0.0457226037979126,0.0,0.0,0.0457226037979126
40600,0.019999999552965164,0.0,0.0,0.019999999552965164
40700,0.031575437635183334,0.0,0.0,0.031575437635183334
40800,0.04485951364040375,0.0,0.0,0.04485951364040375
40900,0.019999999552965164,0.0,0.0,0.019999999552965164
41000,0.03163086622953415,0.0,0.0,0.03163086622953415
41100,0.04497063159942627,0.0,0.0,0.04497063159942627
41200,0.019999999552965164,0.0,0.0,0.019999999552965164
41300,0.03164689987897873,0.0,0.0,0.03164689987897873
41400,0.05924072116613388,0.0,0.0,0.05924072116613388
41500,0.019999999552965164,0.0,0.0,0.019999999552965164
41600,0.0321633443236351,0.0,0.0,0.0321633443236351
41700,0.047459207475185394,0.0,0.0,0.047459207475185394
41800,0.019999999552965164,0.0,0.0,0.019999999552965164
41900,0.03167765960097313,0.0,0.0,0.03167765960097313
42000,0.0658051148056984,0.0,0.0,0.0658051148056984
42100,0.019999999552965164,0.0,0.0,0.019999999552965164
42200,0.03580416366457939,0.0,0.0,0.03580416366457939
42300,0.048812441527843475,0.0,0.0,0.048812441527843475
42400,0.019999999552965164,0.0,0.0,0.019999999552965164
