global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch,secondary_solver_batch
69000,0.000595,0.000960,0.003078,0.006570,0.001137,0.000994,0.000998,0.002137,0.002695,0.000645,0.000359,0.000353
69100,0.000601,0.000963,0.003077,0.006142,0.001139,0.000997,0.000995,0.002128,0.002553,0.000683,0.000331,0.000343
69200,0.000595,0.000957,0.003083,0.007347,0.001136,0.000999,0.001002,0.002161,0.002394,0.000706,0.000351,0.000346
69300,0.000602,0.000977,0.003076,0.007255,0.001123,0.000997,0.000997,0.002120,0.002706,0.000626,0.000364,0.000334
69400,0.000598,0.000946,0.003078,0.006097,0.001131,0.000996,0.000992,0.002111,0.002441,0.000565,0.000350,0.000351
69500,0.000579,0.000949,0.003077,0.005592,0.001133,0.000997,0.000998,0.002099,0.002612,0.000645,0.000345,0.000357
69600,0.000576,0.000972,0.003071,0.006291,0.001133,0.000998,0.000998,0.002108,0.002621,0.000660,0.000355,0.000347
69700,0.000628,0.000916,0.003075,0.005529,0.001137,0.000994,0.000996,0.002164,0.002515,0.000636,0.000352,0.000344
69800,0.000571,0.001006,0.003077,0.007408,0.001159,0.000995,0.000997,0.002205,0.002826,0.000684,0.000339,0.000360
69900,0.000576,0.000950,0.003071,0.005892,0.001144,0.001001,0.000997,0.002141,0.002494,0.000709,0.000348,0.000343
70000,0.000616,0.001007,0.003074,0.006773,0.001134,0.000996,0.000995,0.002121,0.002245,0.000568,0.000341,0.000334
70100,0.000599,0.000956,0.003081,0.006110,0.001137,0.000998,0.000996,0.002156,0.002661,0.000608,0.000354,0.000374
70200,0.000582,0.000992,0.003080,0.006073,0.001156,0.001002,0.001000,0.002128,0.002313,0.000573,0.000343,0.000366
70300,0.000596,0.000948,0.003077,0.007183,0.001141,0.000997,0.000997,0.002143,0.002389,0.000682,0.000370,0.000353
70400,0.000593,0.000981,inf,0.007967,0.001153,0.000995,0.000997,0.002160,0.002584,0.000650,0.000355,0.000355
70500,0.000610,0.000945,0.003074,0.007014,0.001135,0.000997,0.000995,0.002138,0.002501,0.000581,0.000365,0.000334
70600,inf,0.000971,0.003074,0.006991,0.001139,0.000996,0.000999,0.002177,0.002795,0.000719,0.000362,0.000359
70700,0.000561,0.001044,0.003078,0.007159,0.001128,0.000998,0.000996,0.002156,0.002323,0.000637,0.000374,0.000343
70800,0.000593,0.000933,0.003083,0.007177,0.001135,0.000997,0.000998,0.002180,0.002435,0.000662,0.000361,0.000356
70900,0.000600,0.000988,0.003076,0.007175,0.001140,0.000998,0.000999,0.002135,0.002907,0.000675,0.000325,0.000348
71000,0.000544,0.000954,0.003081,0.007383,0.001126,0.000996,0.000996,0.002165,0.002469,0.000657,0.000352,0.000353
71100,0.000579,0.000948,0.003077,0.007001,0.001150,inf,0.000998,0.002146,0.002361,0.000661,0.000343,0.000357
71200,0.000607,0.000958,0.003076,0.006522,0.001150,0.000998,0.000998,0.002128,0.002312,0.000595,0.000345,0.000346
71300,0.000588,0.000944,0.003075,0.006290,0.001140,0.000998,0.000999,0.002145,0.002711,0.000720,0.000361,0.000355
71400,0.000566,0.000943,0.003075,0.006930,0.001143,0.000996,0.000996,0.002122,0.002397,0.000643,0.000349,0.000357
71500,0.000592,0.000985,0.003078,0.006773,0.001137,0.001007,0.001001,0.002135,0.003037,0.000613,0.000344,0.000346
71600,0.000618,0.000963,0.003077,0.006775,0.001141,0.000998,0.000997,0.002151,0.002694,0.000723,0.000348,0.000379
71700,0.000572,0.000966,0.003082,0.006616,0.001138,0.000998,0.000996,0.002109,0.002310,0.000588,0.000330,0.000360
71800,0.000575,0.000936,0.003076,0.007282,0.001146,0.000996,0.000988,0.002161,0.002677,0.000625,0.000341,0.000325
71900,0.000598,0.000982,0.003075,0.006635,0.001135,0.000997,0.000999,0.002095,0.002801,0.000861,0.000315,0.000377
72000,0.000577,0.001005,0.003078,0.007657,0.001147,0.000996,0.000997,0.002148,0.002498,0.000632,0.000361,0.000346
72100,0.000603,0.001032,0.003071,0.006225,0.001138,0.001002,0.001002,0.002161,0.002513,0.000576,0.000340,0.000332
72200,0.000545,0.000982,0.003076,0.007384,0.001140,0.000998,0.000997,0.002135,0.002792,0.000719,0.000325,0.000350
72300,0.000586,0.000978,0.003078,0.007770,0.001141,0.000998,0.000994,0.002140,0.002459,0.000691,0.000346,0.000334
72400,0.000601,0.000935,0.003070,0.007018,0.001146,0.000997,0.000998,0.002149,0.002724,0.000674,0.000359,0.000352
72500,0.000550,0.000970,0.003083,0.006764,0.001139,0.000997,0.000996,0.002138,0.002523,0.000620,0.000346,0.000361
72600,0.000588,0.000997,0.003072,0.007293,0.001136,0.000999,0.001000,0.002150,0.002403,0.000648,0.000335,0.000354
72700,0.000556,0.000943,0.003082,0.006417,0.001131,0.000997,0.000996,0.002121,0.002219,0.000730,0.000350,0.000381
72800,0.000608,0.000989,0.003078,0.007260,0.001127,0.000997,0.000997,0.002136,0.003168,0.000582,0.000351,0.000373
72900,0.000576,0.000976,0.003073,0.007562,0.001132,0.000993,0.000998,0.002130,0.002551,0.000604,0.000339,0.000363
73000,0.000605,0.000969,0.003079,0.006289,0.001139,0.000999,0.001000,0.002137,0.002577,0.000618,0.000345,0.000354
73100,0.000641,0.000859,0.003071,0.006395,0.001138,0.000997,0.000995,0.002119,0.002354,0.000643,0.000355,0.000337
73200,0.000604,0.001007,0.003079,0.007697,0.001127,0.000998,0.000999,0.002139,0.002311,0.000665,0.000348,0.000350
73300,0.000584,0.001001,0.003079,0.006560,0.001133,0.000996,0.000995,0.002120,0.002925,0.000644,0.000337,0.000353
73400,0.000581,0.000952,0.003079,0.008446,0.001121,0.000998,0.000996,0.002142,0.002545,0.000674,0.000345,0.000353
73500,0.000629,0.000930,0.003073,0.007792,0.001136,0.000999,0.000999,0.002155,0.002594,0.000655,0.000367,0.000355
73600,0.000606,0.000909,0.003091,0.006027,0.001139,0.000996,0.000996,0.002161,0.002519,0.000660,0.000354,0.000361
73700,0.000576,0.000987,0.003076,0.007056,0.001124,0.000998,0.000999,0.002140,0.002370,0.000715,0.000348,0.000343
73800,0.000591,0.001000,0.003074,0.006801,0.001145,0.000998,0.000998,0.002134,0.002324,0.000692,0.000351,0.000343
73900,0.000536,0.001011,0.003078,0.005863,0.001131,0.000997,0.000994,0.002126,0.002463,0.000649,0.000356,0.000369
74000,0.000580,0.001028,0.003074,0.007614,0.001133,0.000994,0.000997,0.002147,0.002587,0.000732,0.000348,0.000350
74100,0.000581,0.000947,0.003083,0.006176,0.001138,0.001001,0.001002,0.002138,0.002234,0.000637,0.000334,0.000350
74200,0.000587,0.000928,0.003077,0.006401,0.001128,0.000997,0.000994,0.002082,0.002784,0.000611,0.000338,0.000347
74300,0.000600,0.001035,0.003075,0.006001,inf,0.000996,0.000996,0.002118,0.002411,0.000582,0.000350,0.000356
74400,0.000622,0.000980,0.003078,0.007115,0.001146,0.000998,0.000998,0.002135,0.002181,0.000662,0.000337,0.000340
74500,0.000583,0.000868,0.003075,0.007079,0.001146,0.001000,0.000993,0.002139,0.002494,0.000700,0.000363,0.000359
74600,0.000609,0.000972,0.003076,0.006637,0.001145,0.000993,0.001000,0.002130,0.002183,0.000646,0.000342,0.000348
74700,0.000617,0.000990,0.003072,0.006164,0.001140,0.000998,0.001000,0.002075,0.002519,0.000721,0.000330,0.000340
74800,0.000580,0.000967,0.003082,0.006584,0.001146,0.001000,0.000997,0.002158,0.002574,0.000640,0.000348,0.000361
74900,0.000615,0.000920,0.003074,0.007198,0.001139,0.000995,0.000995,0.002151,0.002371,0.000634,0.000368,0.000354
75000,0.000606,0.000977,0.003078,0.006744,0.001113,0.000995,0.000997,0.002123,0.002517,0.000657,0.000330,0.000345
75100,0.000601,0.001125,0.003077,0.006530,0.001140,0.000997,0.000998,0.002105,0.002829,0.000526,0.000345,0.000351
75200,0.000614,0.000920,0.003082,0.007525,0.001139,0.000999,0.000992,0.002142,0.002483,0.000643,0.000360,0.000382
75300,0.000633,0.000952,0.003073,0.006606,0.001132,0.000994,0.000997,0.002155,0.002482,0.000702,0.000351,0.000362
75400,0.000601,0.000914,0.003075,0.006985,0.001134,0.000998,0.001000,0.002125,0.003522,0.000710,0.000350,0.000348
75500,0.000585,0.000935,0.003078,0.006954,0.001151,0.000998,0.000999,0.002139,0.002329,0.000616,0.000342,0.000346
75600,0.000590,0.001025,0.003073,0.007024,0.001149,0.000995,0.000996,0.002111,0.002239,inf,0.000354,0.000362
75700,0.000591,0.000971,0.003081,0.006233,0.001133,0.000998,0.000999,0.002152,0.002696,0.000570,0.000320,0.000349
75800,0.000594,0.000985,0.003080,0.006420,0.001147,0.000996,0.000997,0.002154,0.002441,0.000676,0.000356,0.000342
75900,0.000580,0.000930,0.003075,0.005554,0.001135,0.000992,0.000996,0.002147,0.002812,0.000632,0.000366,0.000345
76000,0.000562,0.000983,0.003080,0.006990,0.001136,0.000997,0.000999,0.002136,0.002465,0.000703,0.000348,0.000354
76100,0.000605,0.001031,0.003076,0.006800,0.001132,0.001000,0.000999,0.002129,0.002566,0.000630,0.000353,0.000341
76200,0.000622,0.001019,0.003074,0.007620,0.001143,0.000996,0.000997,0.002183,0.002256,0.000650,0.000336,0.000354
76300,0.000598,0.000942,0.003072,0.007487,0.001133,0.000989,0.000996,0.002097,0.002778,0.000672,0.000334,0.000362
76400,0.000605,0.000982,0.003074,0.006724,0.001127,0.000997,0.000998,0.002059,0.002619,0.000662,0.000365,0.000348
76500,0.000608,0.000953,0.003082,0.006637,0.001133,0.000998,0.001003,0.002135,0.002274,0.000669,0.000378,0.000355
76600,0.000587,0.000993,0.003075,0.006735,0.001151,0.001000,0.000996,0.002091,0.002199,0.000766,0.000350,0.000349
76700,0.000598,0.000945,0.003078,0.006273,0.001141,0.001000,0.000998,0.002146,0.002421,0.000631,0.000336,0.000342
76800,0.000571,0.000960,0.003078,0.005942,0.001132,0.000998,0.000998,0.002174,0.002718,0.000580,0.000352,0.000351
76900,0.000567,0.001027,0.003075,0.007359,0.001120,0.000998,0.000995,0.002049,0.003051,0.000681,0.000344,0.000346
77000,0.000587,0.000965,0.003073,0.006940,0.001147,0.000996,0.000996,0.002136,0.002328,0.000650,0.000362,0.000355
77100,0.000605,0.000933,0.003082,0.006347,0.001135,0.000995,inf,0.002126,0.002503,0.000654,0.000365,0.000350
77200,0.000594,0.000997,0.003076,0.006085,0.001137,0.000999,0.000996,0.002086,0.002289,0.000719,0.000354,0.000362
77300,0.000614,0.001002,0.003081,0.007795,0.001129,0.000997,0.000995,0.002140,0.002546,0.000652,0.000331,0.000377
77400,0.000578,0.000976,0.003080,0.006399,0.001139,0.000998,0.001000,0.002148,0.002245,0.000662,0.000334,0.000343
77500,0.000556,0.000928,0.003076,0.006762,0.001133,0.000999,0.000998,0.002135,0.002485,0.000692,0.000343,0.000339
77600,0.000581,0.000901,0.003075,0.005559,0.001128,0.000996,0.000996,0.002095,0.002548,0.000626,0.000378,0.000350
77700,0.000579,0.001022,0.003075,0.007994,0.001143,0.000998,0.001000,0.002103,0.002626,0.000684,0.000355,0.000358
77800,0.000605,0.001005,0.003071,0.006967,0.001130,0.000991,0.000996,0.002134,0.002611,0.000670,0.000346,0.000353
77900,0.000591,0.001015,0.003078,0.006023,0.001142,0.000996,inf,0.002098,0.002301,0.000692,0.000347,0.000355
78000,0.000555,0.000932,0.003070,0.006991,0.001139,0.001000,0.000999,0.002102,0.002212,0.000622,0.000343,0.000343
78100,0.000592,0.000994,0.003080,0.006800,0.001136,0.000998,0.000998,0.002115,0.002363,0.000579,0.000367,0.000363
78200,0.000540,0.001050,0.003077,0.006414,0.001126,0.000992,0.000995,0.002101,0.002192,0.000736,0.000344,0.000351
78300,0.000593,0.000939,0.003080,0.007447,0.001141,0.000997,0.000996,0.002142,0.002615,0.000702,0.000341,0.000345
78400,0.000570,0.000894,0.003072,0.005654,0.001146,0.000996,0.000998,0.002144,0.002181,0.000663,0.000339,0.000343
78500,0.000600,0.000926,0.003081,0.006973,0.001130,0.001000,0.000997,0.002127,0.002484,0.000726,0.000344,0.000351
78600,0.000604,0.000912,0.003078,0.006373,0.001140,0.000997,0.000998,0.002156,0.002354,0.000703,0.000380,0.000375
78700,0.000611,0.001015,0.003075,0.005863,0.001152,0.000999,0.001000,0.002073,0.002367,0.000615,0.000322,0.000347
78800,0.000583,0.000943,0.003073,0.006761,0.001136,0.000997,0.000998,0.002130,0.002415,0.000610,0.000335,0.000337
78900,0.000629,0.000991,0.003076,0.007388,0.001127,0.000995,0.000996,0.002158,0.002290,0.000638,0.000384,0.000356
79000,0.000559,0.000947,0.003080,0.006576,0.001141,0.000999,0.000996,0.002132,0.002127,0.000691,0.000358,0.000358
79100,0.000599,0.000954,0.003074,0.007038,0.001138,0.000998,0.000996,0.002113,0.002221,0.000636,0.000344,0.000347
79200,0.000626,0.001025,0.003077,0.006595,0.001147,0.000997,0.000996,0.002170,0.002299,0.000687,0.000343,0.000344
79300,0.000602,0.000954,0.003077,0.006447,0.001151,0.000999,0.000999,0.002131,0.002406,0.000646,0.000322,0.000340
79400,0.000583,0.000973,0.003072,0.006479,0.001133,0.000998,0.000997,0.002143,0.002004,0.000709,0.000343,0.000370
79500,0.000576,0.000991,0.003077,0.005820,0.001137,0.000999,0.000993,0.002130,0.002603,0.000626,0.000318,0.000359
79600,0.000571,0.000896,0.003076,0.006815,0.001139,inf,0.000997,0.002129,0.002726,0.000649,0.000355,0.000352
79700,0.000587,0.000970,0.003072,0.006354,0.001131,0.000996,0.001005,0.002139,0.002315,0.000638,0.000367,0.000358
79800,0.000628,0.001047,0.003078,0.006812,0.001133,0.000995,0.000995,0.002128,0.002236,0.000628,0.000351,0.000350
79900,0.000604,0.000918,0.003081,0.006783,0.001137,0.000998,0.000997,0.002121,0.002386,0.000731,0.000353,0.000346
80000,0.000606,0.001052,0.003071,0.007458,0.001131,0.000997,0.000999,0.002099,0.002267,0.000654,0.000351,0.000360
80100,0.000602,0.001038,0.003081,0.006991,0.001142,0.000997,0.000997,0.002149,0.002602,0.000693,0.000348,0.000346
80200,0.000583,0.000886,0.003082,0.006491,0.001135,0.000995,0.000995,0.002138,0.002569,0.000670,0.000315,0.000338
80300,0.000591,0.001000,0.003073,0.006775,0.001149,0.000997,0.000997,0.002150,0.002720,0.000702,0.000331,0.000351
80400,0.000584,0.000983,0.003076,0.007327,0.001152,0.001000,0.001001,0.002154,0.002377,0.000684,0.000331,0.000355
80500,0.000602,0.000945,0.003074,0.007323,inf,0.000996,0.000994,0.002193,0.002331,0.000709,0.000331,0.000346
80600,0.000611,0.000963,0.003085,0.007403,0.001134,0.001004,0.000997,0.002133,0.002487,0.000753,0.000350,0.000360
80700,0.000607,0.000937,0.003081,0.006797,0.001136,0.000999,0.000996,0.002155,0.002176,0.000637,0.000364,0.000341
80800,0.000655,0.000983,0.003076,0.006644,0.001136,0.000996,0.000993,0.002125,0.002504,0.000626,0.000334,0.000342
80900,0.000620,0.000992,0.003077,0.006578,0.001154,0.000996,0.000996,0.002144,0.003239,0.000658,0.000322,0.000354
81000,0.000558,0.000932,0.003082,0.006543,0.001135,0.000998,0.000998,0.002149,0.002631,0.000629,0.000340,0.000353
81100,0.000591,0.000915,0.003075,0.006455,0.001139,0.000997,0.000998,0.002115,0.002372,0.000789,0.000354,0.000347
81200,0.000573,0.001072,0.003077,0.005701,0.001137,0.000995,0.000996,0.002111,0.002506,0.000647,0.000340,0.000339
81300,0.000619,0.000954,0.003073,0.006032,0.001148,0.000998,0.001000,0.002114,0.002572,0.000629,0.000341,0.000342
81400,0.000600,0.000939,0.003075,0.006558,0.001120,0.000997,0.000995,0.002103,0.002277,0.000700,0.000330,0.000334
81500,0.000598,0.000965,0.003080,0.007298,0.001135,0.000994,0.000999,0.002171,0.002825,0.000690,0.000323,0.000356
81600,0.000585,0.000981,0.003082,0.007053,0.001087,0.000999,0.000995,0.002121,0.002438,0.000526,0.000354,0.000367
81700,0.000578,0.000983,0.003076,0.007116,0.001135,0.000995,0.000996,0.002079,0.002245,0.000663,0.000367,0.000331
81800,0.000649,0.001006,0.003072,0.007155,0.001136,0.000995,0.000995,0.002134,0.002183,0.000641,0.000349,0.000357
81900,0.000618,0.000989,0.003076,0.006593,0.001131,0.001000,0.000999,0.002128,0.002596,0.000699,0.000346,0.000358
82000,0.000591,0.000944,0.003078,0.006572,0.001136,0.000998,0.000998,0.002096,0.002256,0.000674,0.000346,0.000356
82100,0.000580,0.000951,0.003075,0.006393,0.001145,0.000993,0.000992,0.002140,0.002463,0.000624,0.000340,0.000335
82200,0.000580,0.000944,0.003087,0.006556,0.001132,0.000997,0.001000,0.002147,0.002600,0.000565,0.000328,0.000379
82300,0.000608,0.001040,0.003081,0.007025,0.001144,0.000998,0.000997,0.002157,0.002217,0.000768,0.000363,0.000338
82400,0.000611,0.001010,0.003080,0.006307,0.001136,0.001005,0.001003,0.002128,0.002248,0.000595,0.000336,0.000345
82500,0.000612,0.000914,0.003080,0.006225,0.001138,0.000996,0.000995,0.002156,0.002351,0.000716,0.000374,0.000338
82600,0.000632,0.000916,0.003077,0.007002,0.001129,0.000998,0.000998,0.002155,0.002612,0.000586,0.000366,0.000347
82700,0.000597,0.000948,0.003073,0.005637,0.001131,0.000998,0.000996,0.002095,0.002298,0.000635,0.000341,0.000355
82800,0.000598,0.000907,0.003076,0.006369,0.001134,0.000996,0.001000,0.002147,0.002380,0.000659,0.000343,0.000356
82900,0.000583,0.000970,0.003073,0.006408,0.001135,0.000995,0.000997,0.002119,0.002496,0.000651,0.000343,0.000347
83000,0.000575,0.000911,0.003074,0.006225,0.001149,0.000997,0.000997,0.002136,0.002407,0.000640,0.000368,0.000356
83100,0.000615,0.000949,0.003081,0.006776,0.001142,0.000997,0.000995,0.002132,0.002373,0.000664,0.000366,0.000357
83200,0.000589,0.001010,0.003079,0.005761,0.001137,0.000996,0.000998,0.002149,0.002400,0.000636,0.000350,0.000385
83300,0.000584,0.001006,0.003075,0.006727,0.001132,0.000999,0.001002,0.002142,0.002512,0.000607,0.000372,0.000331
83400,0.000573,0.000996,0.003081,0.005821,0.001145,0.000999,0.000998,0.002170,0.002564,0.000626,0.000337,0.000351
83500,0.000604,0.000999,inf,0.006771,0.001136,0.000997,0.000996,0.002191,0.002251,0.000744,0.000339,0.000347
83600,0.000590,0.000985,0.003075,0.006779,0.001141,0.000993,0.000998,0.002124,0.002501,0.000618,0.000338,0.000348
83700,0.000574,0.000963,0.003077,0.007342,0.001128,0.000997,0.000995,0.002138,0.002410,0.000600,0.000348,0.000346
83800,0.000586,0.000930,0.003077,0.006745,0.001139,0.000994,0.000998,0.002099,0.002482,0.000564,0.000367,0.000343
83900,0.000606,0.000990,0.003081,0.006742,0.001150,0.001000,0.001003,0.002160,0.002265,0.000630,0.000356,0.000383
84000,0.000592,0.000966,0.003077,0.005919,0.001135,0.000998,0.000996,0.002134,0.002447,0.000606,0.000338,0.000340
84100,0.000576,0.000968,0.003076,0.006758,0.001134,0.000997,0.000997,0.002091,0.002213,0.000761,0.000340,0.000344
84200,0.000577,0.000951,0.003077,0.006771,0.001140,0.000998,0.000999,0.002096,0.002940,0.000661,0.000374,0.000351
84300,0.000651,0.001055,0.003074,0.005992,0.001143,0.000998,0.000999,0.002131,0.002414,0.000594,0.000339,0.000348
84400,0.000599,0.001007,0.003076,0.006155,0.001132,0.000994,0.000989,0.002178,0.002287,0.000629,0.000337,0.000360
84500,0.000617,0.000987,0.003077,0.007535,0.001126,0.001000,0.000996,0.002137,0.002336,0.000583,0.000364,0.000349
84600,0.000592,0.000953,0.003074,0.007710,0.001147,0.000996,0.000997,0.002113,0.002475,0.000553,0.000357,0.000349
84700,0.000580,0.000917,0.003074,0.007028,0.001136,0.000995,0.000995,0.002163,0.002571,0.000639,0.000339,0.000355
84800,0.000594,0.001000,0.003080,0.007224,0.001134,0.000993,0.000993,0.002117,0.002488,0.000666,0.000370,0.000352
84900,0.000600,0.000944,0.003065,0.007212,0.001144,0.000999,0.001000,0.002117,0.002357,0.000613,0.000337,0.000347
85000,0.000598,0.001027,0.003081,0.006190,0.001134,0.000996,0.000995,0.002124,0.003049,0.000625,0.000344,0.000347
85100,0.000575,0.000967,0.003073,0.006566,0.001122,0.000992,0.000997,0.002092,0.002754,0.000532,0.000361,0.000357
85200,0.000570,0.000944,0.003079,0.007105,0.001135,0.001000,0.001003,0.002098,0.002639,0.000665,0.000334,0.000350
85300,0.000571,0.001003,0.003077,0.006763,0.001141,0.000998,0.001000,0.002139,0.002273,0.000631,0.000341,0.000354
85400,0.000595,0.000981,0.003076,0.006032,0.001141,0.000998,0.000996,0.002140,0.002370,0.000737,0.000318,0.000352
85500,0.000587,0.001010,0.003085,0.007066,0.001140,0.000995,0.000996,0.002179,0.002423,0.000657,0.000344,0.000339
85600,0.000617,0.000952,0.003079,0.006377,0.001130,0.000998,0.000997,0.002157,0.002367,0.000766,0.000350,0.000363
85700,0.000568,0.001047,0.003080,0.007501,0.001132,0.000995,0.000994,0.002121,0.002192,0.000551,0.000346,0.000351
85800,0.000568,0.000936,0.003077,0.007024,0.001128,0.000997,0.000997,0.002127,0.002629,0.000653,0.000345,0.000348
85900,0.000598,0.000973,0.003074,0.006276,0.001137,0.000997,0.000997,0.002133,0.002370,0.000638,0.000331,0.000318
86000,0.000638,0.000982,0.003076,0.007252,0.001130,0.000994,0.000997,0.002095,0.002256,0.000608,0.000345,0.000332
86100,0.000579,0.001010,0.003077,0.006428,0.001131,0.000996,0.000998,0.002147,0.002405,0.000720,0.000343,0.000342
86200,0.000581,0.001019,0.003069,0.006920,0.001134,0.001000,0.000998,0.002138,0.002435,0.000673,0.000357,0.000342
