global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch,secondary_solver_batch
220800,0.000578,0.000979,0.003075,0.006187,0.001144,0.000996,0.000995,0.002133,0.001348,0.000638,0.000178,0.000175
220900,0.000636,0.000977,0.003079,0.007392,0.001131,0.000995,0.000994,0.002151,0.001232,0.000670,0.000164,0.000167
221000,0.000592,0.000990,0.003077,0.005410,0.001143,0.000996,0.000996,0.002125,0.001203,0.000671,0.000165,0.000163
221100,0.000596,0.000934,0.003089,0.006581,0.001144,0.000998,0.001004,0.002122,0.001333,0.000656,0.000172,0.000183
221200,0.000612,0.000917,0.003076,0.006974,0.001131,0.000995,0.000993,0.002122,0.001079,0.000642,0.000167,0.000179
221300,0.000577,0.001024,0.003080,0.006377,0.001134,0.001000,0.000997,0.002162,0.001382,0.000683,0.000175,0.000186
221400,0.000609,0.001003,0.003076,0.006580,0.001126,0.000999,0.001001,0.002116,0.001430,0.000729,0.000162,0.000182
221500,0.000602,0.000934,0.003073,0.006289,0.001135,0.000996,0.000997,0.002074,0.001157,0.000687,0.000171,0.000171
221600,0.000598,0.000942,0.003075,0.006320,0.001126,0.000998,0.000999,0.002112,0.001369,0.000610,0.000168,0.000167
221700,0.000588,0.000968,0.003073,0.005665,0.001132,0.000995,0.000996,0.002127,0.001289,0.000648,0.000160,0.000170
221800,0.000576,0.001047,0.003082,0.007182,0.001134,0.001002,0.000997,0.002114,0.001426,0.000661,0.000170,0.000183
221900,0.000594,0.000945,0.003065,0.006561,0.001128,0.000996,0.000997,0.002110,0.001220,0.000696,0.000167,0.000177
222000,0.000579,0.000887,0.003079,0.006769,0.001139,0.000995,0.000996,0.002140,0.001332,0.000673,0.000174,0.000165
222100,0.000604,0.000987,0.003077,0.006609,0.001122,0.000998,0.001000,0.002149,0.001321,0.000633,0.000205,0.000166
222200,0.000603,0.001042,0.003078,0.006504,0.001130,0.000995,0.000996,0.002141,0.001425,0.000628,0.000159,0.000173
222300,0.000609,0.000956,0.003075,0.006059,0.001135,0.000994,0.000994,0.002115,0.001296,0.000640,0.000156,0.000188
222400,0.000617,0.000933,0.003076,0.006995,0.001143,0.000998,0.001001,0.002189,0.001318,0.000710,0.000163,0.000175
222500,0.000616,0.000952,0.003077,0.006511,0.001133,0.000996,0.000999,0.002045,0.001496,0.000604,0.000162,0.000173
222600,0.000570,0.000929,0.003075,0.005743,0.001124,0.000996,0.000993,0.002127,0.001465,0.000721,0.000199,0.000184
222700,0.000605,0.000915,0.003084,0.006429,0.001126,0.000998,0.000995,0.002163,0.001361,0.000679,0.000168,0.000193
222800,0.000608,0.000968,0.003081,0.006940,0.001134,0.000997,0.000996,0.002111,0.001293,0.000625,0.000177,0.000169
222900,0.000584,0.000941,0.003076,0.006964,0.001118,0.000994,0.000993,0.002120,0.001297,0.000607,0.000172,0.000164
223000,0.000601,0.001020,0.003075,0.007698,0.001126,0.000998,0.000999,0.002137,0.001334,0.000609,0.000170,0.000174
223100,0.000601,0.000924,0.003086,0.006965,0.001132,0.000997,0.000995,0.002126,0.001367,0.000635,0.000158,0.000157
223200,0.000629,0.001012,0.003068,0.006541,0.001127,0.000996,0.000997,0.002133,0.001267,0.000721,0.000166,0.000175
223300,0.000579,0.000958,0.003074,0.006396,0.001138,0.000995,0.000996,0.002150,0.001311,0.000663,0.000187,0.000170
223400,0.000607,0.000938,0.003073,0.005788,0.001141,0.000999,0.000999,0.002128,0.001107,0.000649,0.000161,0.000163
223500,0.000621,0.000984,0.003075,0.007323,0.001138,0.000992,0.000997,0.002106,0.001257,0.000657,0.000166,0.000181
223600,0.000578,0.000976,0.003078,0.006504,0.001137,0.000997,0.000998,0.002115,0.001485,0.000590,0.000170,0.000175
223700,0.000593,0.000971,0.003081,0.007159,0.001127,0.000999,0.001000,0.002174,0.001665,0.000676,0.000168,0.000169
223800,0.000609,0.001007,0.003078,0.006775,0.001131,0.000998,0.000996,0.002140,0.001332,0.000616,0.000180,0.000180
223900,0.000628,0.001037,0.003074,0.006627,0.001134,0.000994,0.000995,0.002093,0.001396,0.000611,0.000183,0.000169
224000,0.000588,0.000939,0.003074,0.007918,0.001137,0.000995,0.001000,0.002086,0.001462,0.000604,0.000161,0.000172
224100,0.000562,0.000994,0.003082,0.006511,0.001125,0.000994,0.000997,0.002105,0.001264,0.000672,0.000173,0.000164
224200,0.000596,0.001009,0.003075,0.007349,0.001136,0.000997,0.000996,0.002093,0.001471,0.000535,0.000178,0.000184
224300,0.000610,0.000985,0.003073,0.006755,0.001139,0.000997,0.000994,0.002103,0.001499,0.000641,0.000176,0.000167
224400,0.000596,0.000970,0.003084,0.006096,0.001151,0.001000,0.001000,0.002142,0.001395,0.000622,0.000178,0.000174
224500,0.000622,0.000993,0.003073,0.007262,0.001135,0.000998,0.001000,0.002125,0.001228,0.000607,0.000160,0.000178
224600,0.000572,0.000941,0.003078,0.005823,0.001129,0.000995,0.000993,0.002120,0.001321,0.000641,0.000202,0.000184
224700,0.000595,0.000919,0.003076,0.005911,0.001126,0.000997,0.000998,0.002131,0.001419,0.000626,0.000182,0.000165
224800,0.000582,0.000950,0.003070,0.007302,0.001129,0.000995,0.000996,0.002096,0.001470,0.000704,0.000166,0.000165
224900,0.000617,0.001025,0.003078,0.007262,0.001132,0.000997,0.000994,0.002130,0.001216,0.000669,0.000154,0.000177
225000,0.000582,0.000959,0.003069,0.005604,0.001136,0.001002,0.000998,0.002208,0.001460,0.000715,0.000172,0.000162
225100,0.000617,0.000987,0.003081,0.006563,0.001140,0.000997,0.000997,0.002165,0.001251,0.000734,0.000172,0.000189
225200,0.000596,0.001042,0.003075,0.005819,0.001136,0.000995,0.000993,0.002109,0.001203,0.000661,0.000174,0.000177
225300,0.000599,0.000940,0.003079,0.007567,0.001134,0.000998,0.000992,0.002119,0.001336,0.000617,0.000171,0.000160
225400,0.000619,0.000918,0.003073,0.006972,0.001151,0.000996,0.000994,0.002132,0.001351,0.000719,0.000169,0.000188
225500,0.000584,0.001015,0.003082,0.006012,0.001146,0.001001,0.001000,0.002139,0.001257,0.000683,0.000165,0.000178
225600,0.000586,0.001037,0.003075,0.007080,0.001126,0.000996,0.000996,0.002131,0.001270,0.000741,0.000174,0.000176
225700,0.000615,0.000894,0.003070,0.006580,0.001145,0.000999,0.001002,0.002129,0.001333,0.000713,0.000162,0.000172
225800,0.000561,0.000936,0.003076,0.006985,0.001124,0.000998,0.000997,0.002093,0.001164,0.000692,0.000163,0.000159
225900,0.000645,0.000919,0.003075,0.006963,0.001133,0.000997,0.000995,0.002101,0.001251,0.000603,0.000164,0.000178
226000,0.000582,0.000978,0.003085,0.006376,0.001133,0.000999,0.000998,0.002116,0.001146,0.000598,0.000164,0.000173
226100,0.000583,0.000956,0.003076,0.007155,0.001129,0.000994,0.000997,0.002122,0.001298,0.000609,0.000155,0.000167
226200,0.000609,0.000934,0.003080,0.006994,0.001135,0.000996,0.000996,0.002134,0.001406,0.000653,0.000165,0.000177
226300,0.000594,0.000949,0.003077,0.006445,0.001148,0.000998,0.000999,0.002187,0.001533,0.000612,0.000166,0.000172
226400,0.000602,0.000988,0.003074,0.006310,0.001129,0.000994,0.000995,0.002130,0.001211,0.000626,0.000170,0.000184
226500,0.000570,0.000949,0.003076,0.006010,0.001131,0.000997,0.000992,0.002124,0.001166,0.000582,0.000164,0.000180
226600,0.000587,0.000995,0.003074,0.007068,0.001131,0.000993,0.000996,0.002178,0.001329,0.000625,0.000173,0.000181
226700,0.000600,0.001027,0.003080,0.007092,0.001131,0.000997,0.001001,0.002167,0.001199,0.000675,0.000158,0.000169
226800,0.000555,0.000976,0.003063,0.007480,0.001124,0.000993,0.000995,0.002109,0.001125,0.000647,0.000171,0.000175
226900,0.000586,0.000954,0.003084,0.006300,0.001131,0.000997,0.000998,0.002078,0.001234,0.000643,0.000181,0.000189
227000,0.000598,0.001004,0.003074,0.006317,0.001127,0.000998,0.000994,0.002143,0.001095,0.000692,0.000196,0.000181
227100,0.000570,0.000946,0.003087,0.006945,0.001136,0.000997,0.000998,0.002099,0.001260,0.000672,0.000172,0.000160
227200,0.000593,0.000954,0.003074,0.007452,0.001129,0.000996,0.000994,0.002118,0.001240,0.000579,0.000171,0.000168
227300,0.000570,0.000989,0.003074,0.006728,0.001129,0.000996,0.000997,0.002132,0.001230,0.000613,0.000163,0.000178
227400,0.000601,0.000865,0.003072,0.006486,0.001128,0.000993,0.001000,0.002095,0.001163,0.000572,0.000172,0.000184
227500,0.000612,0.000978,0.003079,0.006788,0.001126,0.000997,0.000994,0.002143,0.001226,0.000623,0.000166,0.000170
227600,0.000575,0.000946,0.003078,0.005818,0.001125,0.000998,0.000999,0.002079,0.001433,0.000594,0.000175,0.000171
227700,0.000560,0.000993,0.003080,0.006324,0.001141,0.000997,0.000999,0.002143,0.001277,0.000640,0.000176,0.000162
227800,0.000578,0.000986,0.003075,0.007345,0.001140,0.000996,0.000995,0.002087,0.001427,0.000672,0.000158,0.000163
227900,0.000584,0.000953,0.003077,0.006737,0.001132,0.000993,0.000994,0.002089,0.001742,0.000494,0.000166,0.000173
228000,0.000579,0.000994,0.003073,0.006946,0.001135,0.000998,0.000997,0.002129,0.001365,0.000652,0.000161,0.000174
228100,0.000588,0.000944,0.003075,0.006505,0.001147,0.000995,0.000998,0.002168,0.001473,0.000642,0.000174,0.000171
228200,0.000575,0.000975,0.003074,0.006928,0.001124,0.000996,0.000989,0.002105,0.001248,0.000702,0.000167,0.000158
228300,0.000566,0.000949,0.003075,0.006746,0.001147,0.001001,0.000999,0.002141,0.001326,0.000690,0.000180,0.000178
228400,0.000617,0.001004,0.003076,0.005633,0.001138,0.000996,0.000995,0.002119,0.001414,0.000666,0.000195,0.000166
228500,0.000569,0.000936,0.003078,0.007920,0.001130,0.001000,0.000997,0.002141,0.001057,0.000695,0.000169,0.000180
228600,0.000610,0.000949,0.003076,0.006963,0.001119,0.000993,0.000997,0.002128,0.001252,0.000683,0.000169,0.000166
228700,0.000615,0.000931,0.003075,0.006807,0.001134,0.000996,0.000997,0.002119,0.001464,0.000645,0.000171,0.000172
228800,0.000594,0.000984,0.003075,0.006562,0.001136,0.000997,0.000995,0.002188,0.001210,0.000669,0.000185,0.000168
228900,0.000591,0.000926,0.003075,0.006161,0.001130,0.000998,0.001000,0.002105,0.001425,0.000638,0.000170,0.000168
229000,0.000562,0.000939,0.003071,0.006910,0.001149,0.000997,0.000995,0.002186,0.001370,0.000658,0.000173,0.000165
229100,0.000637,0.000959,0.003077,0.006986,0.001132,0.000996,0.000995,0.002133,0.001056,0.000650,0.000157,0.000156
229200,0.000585,0.001003,0.003072,0.007269,0.001140,0.000998,0.000998,0.002126,0.001413,0.000663,0.000164,0.000185
229300,0.000576,0.000981,0.003082,0.007598,0.001140,0.000996,0.000996,0.002135,0.001236,0.000567,0.000178,0.000179
229400,0.000626,0.001008,0.003077,0.007213,0.001138,0.000998,0.000999,0.002111,0.001253,0.000644,0.000158,0.000189
229500,0.000616,0.001055,inf,0.007480,0.001137,0.000998,0.000998,0.002146,0.001445,0.000602,0.000160,0.000176
229600,0.000605,0.000981,0.003076,0.006997,0.001140,0.000998,0.000997,0.002128,0.001248,0.000605,0.000190,0.000174
229700,0.000597,0.001004,0.003072,0.006978,0.001139,0.000998,0.000995,0.002117,0.001286,0.000597,0.000164,0.000172
229800,0.000610,0.001016,0.003076,0.007594,0.001136,0.000993,0.000997,0.002102,0.001300,0.000605,0.000186,0.000162
229900,0.000592,0.000948,0.003074,0.007228,0.001139,0.000998,0.000994,0.002104,0.001128,0.000684,0.000161,0.000181
230000,0.000603,0.000928,0.003077,0.007332,0.001132,0.000995,0.000996,0.002149,0.001144,0.000673,0.000175,0.000164
230100,0.000613,0.000994,0.003074,0.007183,0.001138,0.000996,0.000993,0.002100,0.001220,0.000625,0.000157,0.000173
230200,0.000572,0.001073,0.003081,0.006379,0.001143,0.000995,0.000997,0.002114,0.001164,0.000595,0.000153,0.000168
230300,0.000628,0.001052,0.003074,0.006520,0.001127,0.000999,0.001001,0.002101,0.001264,0.000627,0.000171,0.000161
230400,0.000622,0.001001,0.003087,0.007223,0.001128,0.000997,0.000996,0.002140,0.001186,0.000744,0.000172,0.000172
230500,0.000596,0.000943,0.003075,0.006577,0.001139,0.000995,0.000997,0.002146,0.001432,0.000587,0.000211,0.000174
230600,0.000595,0.001010,0.003073,0.006776,0.001140,0.000996,0.000997,0.002165,0.001323,0.000664,0.000161,0.000186
230700,0.000591,0.001002,0.003077,0.006259,0.001139,0.000996,0.000994,0.002129,0.001288,0.000599,0.000182,0.000170
230800,0.000611,0.000933,0.003074,0.005934,0.001143,0.000994,0.000995,0.002136,0.001202,0.000635,0.000163,0.000166
230900,0.000624,0.000958,0.003081,0.007185,0.001135,0.000998,0.000999,0.002151,0.001319,0.000721,0.000171,0.000183
231000,0.000582,0.000900,0.003076,0.006269,0.001130,0.000997,0.000999,0.002121,0.001324,0.000673,0.000190,0.000169
231100,0.000614,0.000985,0.003075,0.007495,0.001140,0.000996,0.000995,0.002078,0.001160,0.000653,0.000162,0.000170
231200,0.000582,0.000951,0.003076,0.006739,0.001119,0.000996,0.000999,0.002138,0.001274,0.000625,0.000181,0.000184
231300,0.000602,0.000941,0.003074,0.007383,0.001138,0.001000,0.000996,0.002079,0.001250,0.000653,0.000159,0.000172
231400,0.000624,0.000960,0.003076,0.006524,0.001119,0.000993,0.000995,0.002132,0.001840,0.000627,0.000185,0.000174
231500,0.000616,0.001000,0.003072,0.007470,0.001137,0.000998,0.000999,0.002135,0.001174,0.000593,0.000164,0.000167
231600,0.000623,0.000911,0.003083,0.006295,0.001120,0.000996,0.000999,0.002088,0.001264,0.000719,0.000167,0.000172
231700,0.000550,0.000957,0.003071,0.006789,0.001136,0.000998,0.000996,0.002112,0.001307,0.000579,0.000173,0.000167
231800,0.000607,0.000998,0.003080,0.005895,0.001148,0.000995,0.000996,0.002141,0.001146,0.000788,0.000167,0.000167
231900,0.000597,0.001002,0.003076,0.006786,0.001143,0.001000,0.000995,0.002107,0.001320,0.000660,0.000156,0.000179
232000,0.000639,0.000997,0.003080,0.006301,0.001134,0.000994,0.000997,0.002130,0.001377,0.000529,0.000171,0.000164
232100,0.000576,0.000934,0.003071,0.006355,0.001131,0.000995,0.000997,0.002143,0.001348,0.000664,0.000174,0.000169
232200,0.000558,0.001010,0.003076,0.006470,0.001134,0.001001,0.000998,0.002130,0.001315,0.000618,0.000174,0.000163
232300,0.000594,0.000960,0.003076,0.007412,0.001138,0.000996,0.000995,0.002135,0.001413,0.000615,0.000168,0.000196
232400,0.000597,0.001013,0.003073,0.005745,0.001127,0.000994,0.000996,0.002128,0.001273,0.000655,0.000189,0.000169
232500,0.000589,0.001026,0.003081,0.006513,0.001121,0.000996,0.000996,0.002156,0.001298,0.000710,0.000185,0.000166
232600,inf,0.000966,0.003076,0.006749,0.001149,0.000999,0.000998,0.002112,0.001407,0.000705,0.000158,0.000183
232700,0.000572,0.000890,0.003081,0.006318,0.001136,0.000995,0.000993,0.002124,0.001122,0.000608,0.000179,0.000168
232800,0.000628,0.000900,0.003079,0.006574,0.001141,0.001001,0.000999,0.002097,0.001413,0.000702,0.000179,0.000167
232900,0.000617,0.001005,0.003074,0.006789,0.001130,0.000998,0.000997,0.002119,0.001220,0.000733,0.000164,0.000170
233000,0.000573,0.001034,0.003077,0.008022,0.001121,0.000997,0.000995,0.002143,0.001345,0.000698,0.000155,0.000164
233100,0.000586,0.000995,0.003076,0.007866,0.001137,0.000996,0.000998,0.002136,0.001103,0.000719,0.000153,0.000167
233200,0.000583,0.000980,0.003076,0.007453,0.001135,0.001000,0.000994,0.002126,0.001467,0.000618,0.000157,0.000173
233300,0.000603,0.000975,0.003070,0.006557,0.001130,0.001001,0.001000,0.002133,0.001101,0.000659,0.000171,0.000184
233400,0.000632,0.000941,0.003078,0.007099,0.001141,0.000996,0.000995,0.002151,0.001561,0.000595,0.000186,0.000192
233500,0.000594,0.000895,0.003078,0.007123,0.001132,0.000996,0.000999,0.002125,0.001408,0.000588,0.000160,0.000176
233600,0.000571,0.001013,0.003073,0.007171,0.001139,0.000999,0.001001,0.002104,0.001392,0.000628,0.000171,0.000163
233700,inf,0.001090,0.003079,0.005135,0.001131,0.000995,0.000994,0.002147,0.001351,0.000634,0.000168,0.000175
233800,0.000609,0.000892,0.003072,0.007522,0.001128,0.000995,0.000998,0.002084,0.001365,0.000717,0.000179,0.000170
233900,0.000623,0.001005,0.003082,0.007368,0.001141,0.000995,0.000993,0.002131,0.001876,0.000604,0.000169,0.000174
234000,0.000627,0.000997,0.003073,0.006932,0.001134,0.000995,0.000995,0.002115,0.001258,0.000576,0.000163,0.000172
234100,0.000615,0.001002,0.003081,0.006764,0.001130,0.000999,0.000993,0.002152,0.001500,0.000726,0.000160,0.000168
234200,0.000606,0.000956,0.003082,0.006261,0.001136,0.000996,0.001000,0.002138,0.001320,0.000609,0.000162,0.000177
234300,0.000563,0.000978,0.003076,0.006552,0.001135,0.000998,0.000997,0.002073,0.001358,0.000720,0.000161,0.000169
234400,0.000595,0.000954,0.003076,0.007233,0.001136,0.000997,0.000994,0.002090,0.001244,0.000692,0.000167,0.000180
234500,0.000569,0.000955,0.003079,0.007365,0.001138,0.000996,0.000992,0.002143,0.001273,0.000689,0.000153,0.000166
234600,0.000576,0.000918,0.003073,0.006438,0.001139,0.000995,0.000997,0.002135,0.001314,0.000618,0.000155,0.000175
234700,0.000614,0.000862,0.003075,0.006616,0.001136,0.000996,0.000998,0.002145,0.001287,0.000717,0.000163,0.000171
234800,0.000609,0.000960,0.003078,0.007013,0.001138,0.001001,0.001000,0.002111,0.001191,0.000647,0.000169,0.000173
234900,0.000608,0.000935,0.003078,0.006761,0.001133,0.000995,0.000996,0.002138,0.001186,0.000638,0.000164,0.000157
235000,0.000599,0.000989,0.003077,0.007112,0.001134,0.000994,0.000993,0.002136,0.001208,0.000649,0.000182,0.000164
235100,0.000614,0.000945,0.003080,0.006781,0.001141,0.000997,0.000998,0.002175,0.001209,0.000787,0.000175,0.000170
235200,0.000606,0.000992,0.003074,0.006588,0.001123,0.000995,0.000995,0.002136,0.001173,0.000634,0.000166,0.000165
235300,0.000607,0.000974,0.003084,0.007624,0.001133,0.000997,0.001004,0.002153,0.001254,0.000618,0.000154,0.000177
235400,0.000585,0.000924,0.003073,0.006350,0.001147,0.000996,0.000997,0.002096,0.001357,0.000591,0.000168,0.000164
235500,0.000652,0.000919,0.003073,0.006158,0.001128,0.000998,0.000998,0.002124,0.001275,0.000654,0.000163,0.000174
235600,0.000618,0.000992,0.003076,0.006762,0.001148,0.000997,0.000998,0.002142,0.001246,0.000639,0.000162,0.000191
235700,0.000633,0.000986,0.003075,0.006712,0.001134,0.000992,0.000996,0.002135,0.001226,0.000674,0.000171,0.000179
235800,0.000590,0.001003,0.003083,0.006748,0.001144,0.000997,0.001000,0.002197,0.001359,0.000607,0.000161,0.000156
235900,0.000581,0.000952,0.003076,0.007131,0.001123,0.000994,0.000996,0.002168,0.001355,0.000595,0.000160,0.000170
236000,0.000627,0.000910,0.003076,0.006615,0.001133,0.000994,0.000995,0.002157,0.001148,0.000646,0.000177,0.000164
236100,0.000583,0.000944,0.003079,0.006758,0.001137,0.000996,0.000999,0.002143,0.001148,0.000646,0.000157,0.000171
236200,0.000614,0.000961,0.003074,0.005929,0.001135,0.000999,0.000998,0.002097,0.001522,0.000392,0.000183,0.000170
236300,0.000597,0.000963,0.003075,0.007785,0.001136,0.000995,0.000994,0.002126,0.001103,0.000672,0.000175,0.000173
236400,0.000604,0.000993,0.003077,0.006281,0.001115,0.000996,0.000995,0.002098,0.001143,0.000754,0.000152,0.000174
236500,0.000596,0.000968,0.003072,0.006615,0.001132,0.000998,0.000998,0.002121,0.001250,0.000625,0.000169,0.000162
236600,0.000582,0.001016,0.003073,0.006022,0.001132,0.000994,0.000996,0.002103,0.001111,0.000618,0.000158,0.000175
236700,0.000573,0.000948,0.003079,0.006555,0.001129,0.001001,0.000999,0.002159,0.001400,0.000704,0.000183,0.000183
236800,0.000561,0.000891,0.003074,0.005407,0.001138,0.000998,0.001000,0.002099,0.001177,0.000629,0.000158,0.000174
236900,0.000587,0.000941,0.003083,0.007173,0.001133,0.000994,0.000997,0.002113,0.001340,0.000795,0.000156,0.000171
237000,0.000627,0.000954,0.003069,0.007345,0.001132,0.000998,0.000996,0.002142,0.001414,0.000646,0.000168,0.000178
237100,0.000562,0.000923,0.003077,0.005820,0.001129,0.000999,0.000996,0.002124,0.001265,0.000626,0.000165,0.000172
237200,0.000565,0.000910,0.003075,0.007196,0.001136,0.000999,0.000992,0.002109,0.001265,0.000666,0.000165,0.000157
237300,0.000600,0.000942,0.003075,0.007241,0.001123,0.000992,0.000998,0.002148,0.001092,0.000651,0.000151,0.000177
237400,0.000594,0.001089,0.003088,0.007700,0.001142,0.000996,0.000997,0.002134,0.001246,0.000582,0.000162,0.000160
237500,0.000609,0.000949,0.003078,0.007477,0.001145,0.000999,0.000999,0.002122,0.001109,0.000720,0.000189,0.000198
237600,0.000600,0.001000,0.003078,0.006985,0.001144,0.000997,0.000995,0.002200,0.001194,0.000641,0.000199,0.000183
237700,0.000568,0.000896,0.003078,0.007362,0.001133,0.000994,0.000995,0.002103,0.001303,0.000606,0.000165,0.000172
237800,0.000597,0.001013,0.003074,0.006103,0.001138,0.000997,0.000997,0.002110,0.001302,0.000538,0.000156,0.000162
237900,0.000564,0.000928,0.003073,0.007384,0.001134,0.000996,0.000995,0.002159,0.001185,0.000599,0.000154,0.000185
238000,0.000611,0.001008,0.003074,0.007270,0.001144,0.000994,0.000995,0.002135,0.001063,0.000627,0.000164,0.000164
238100,0.000579,0.001081,0.003076,0.006840,0.001132,0.000999,0.000997,0.002154,0.001361,0.000690,0.000169,0.000175
238200,0.000571,0.000866,0.003076,0.007151,0.001144,0.000995,0.000995,0.002079,0.001257,0.000686,0.000167,0.000182
238300,0.000606,0.001003,0.003077,0.006569,0.001124,0.000994,0.000995,0.002101,0.001321,0.000656,0.000148,0.000174
238400,0.000590,0.000975,0.003077,0.006999,0.001143,0.000998,0.000998,0.002186,0.001345,inf,0.000158,0.000178
238500,0.000619,0.001000,0.003077,0.006011,0.001136,0.000997,0.000994,0.002130,0.001321,0.000641,0.000164,0.000166
238600,0.000598,0.000882,0.003073,0.006760,0.001132,0.000994,0.000996,0.002076,0.001546,0.000605,0.000164,0.000164
238700,0.000586,0.000969,0.003071,0.007460,0.001128,0.000999,0.000999,0.002161,0.001256,0.000710,0.000172,0.000179
238800,0.000609,0.000994,0.003075,0.006407,0.001137,0.000993,0.000994,0.002134,0.001724,0.000672,0.000162,0.000171
238900,0.000575,0.000894,0.003077,0.006944,0.001118,0.000996,0.000996,0.002116,0.001362,0.000657,0.000173,0.000170
239000,0.000721,0.000885,0.003070,0.006203,0.001150,0.000996,0.000998,0.002128,0.001134,0.000651,0.000167,0.000169
239100,0.000619,0.000893,0.003081,0.007259,0.001137,0.000997,0.000996,0.002112,0.001381,0.000691,0.000168,0.000179
239200,0.000676,0.000927,0.003076,0.007196,0.001126,0.000999,0.000999,0.002131,0.001137,0.000656,0.000174,0.000180
239300,0.000636,0.000960,0.003074,0.006500,0.001127,0.000997,0.000996,0.002122,0.001493,0.000719,0.000163,0.000171
239400,0.000622,0.000966,0.003074,0.006967,0.001148,0.001002,0.001000,0.002094,0.001312,0.000700,0.000152,0.000191
239500,0.000647,0.001033,0.003070,0.007146,0.001128,0.000997,0.000996,0.002137,0.001249,0.000678,0.000170,0.000175
239600,0.000581,0.000940,0.003076,0.006740,0.001127,0.000995,0.000997,0.002160,0.001141,0.000653,0.000154,0.000176
239700,0.000601,0.000938,0.003073,0.006606,0.001144,0.000997,0.001001,0.002137,0.001293,0.000552,0.000143,0.000163
239800,0.000567,0.000909,0.003079,0.007210,0.001133,0.000996,0.000996,0.002140,0.001326,0.000718,0.000176,0.000164
239900,0.000608,0.000966,0.003075,0.007178,0.001140,0.000996,0.000995,0.002147,0.001149,0.000641,0.000159,0.000169
240000,0.000608,0.000985,0.003074,0.007802,0.001144,0.000996,0.000998,0.002144,0.001491,0.000616,0.000157,0.000171
240100,0.000572,0.000957,0.003077,0.005698,0.001129,0.000999,0.000996,0.002083,0.001413,0.000581,0.000160,0.000178
240200,0.000558,0.000914,0.003081,0.006948,0.001132,0.000996,0.000997,0.002119,0.001235,0.000768,0.000160,0.000172
240300,0.000577,0.001010,0.003073,0.006078,0.001117,0.000997,0.000995,0.002120,0.001225,0.000648,0.000172,0.000181
240400,0.000627,0.001031,0.003074,0.005434,0.001124,0.000997,0.000996,0.002124,0.001285,0.000664,0.000176,0.000182
240500,0.000611,0.000951,0.003075,0.006527,0.001127,0.000993,0.000987,0.002196,0.001324,0.000668,0.000163,0.000163
240600,0.000570,0.001037,0.003079,0.006494,0.001137,0.000996,0.000996,0.002128,0.001557,0.000614,0.000155,0.000192
240700,0.000582,0.000997,0.003080,0.006946,0.001136,0.000998,0.000999,0.002140,0.001332,0.000691,0.000182,0.000176
240800,0.000570,0.001009,0.003074,0.006920,0.001130,0.000996,0.000994,0.002127,0.001150,0.000719,0.000153,0.000168
240900,0.000603,0.000951,0.003075,0.006805,0.001136,0.000995,0.000994,0.002137,0.001417,0.000615,0.000168,0.000164
241000,0.000544,0.000961,0.003078,0.006960,0.001130,0.000998,0.000998,0.002117,0.001184,0.000692,0.000151,0.000173
241100,0.000586,0.000994,0.003074,0.006325,0.001124,0.000997,0.000999,0.002139,0.001201,0.000578,0.000176,0.000172
241200,0.000614,0.000972,0.003075,0.006986,0.001122,0.000995,0.000995,0.002150,0.001260,0.000644,0.000158,0.000167
241300,0.000595,0.000913,0.003076,0.006958,0.001130,0.000995,0.000999,0.002096,0.001112,0.000763,0.000162,0.000162
241400,0.000561,0.001090,0.003077,0.007009,0.001139,0.000998,0.000998,0.002139,0.001249,0.000651,0.000179,0.000163
241500,0.000580,0.001002,0.003069,0.006562,0.001126,0.000994,0.000992,0.002119,0.001368,0.000665,0.000180,0.000168
241600,0.000624,0.000976,0.003077,0.005523,0.001134,0.000997,0.000995,0.002143,0.001530,0.000620,0.000177,0.000171
241700,0.000636,0.001004,0.003077,0.007404,0.001128,inf,0.000995,0.002182,0.001393,0.000625,0.000197,0.000161
241800,0.000604,0.000953,0.003081,0.007015,0.001149,0.000996,0.000996,0.002122,0.001267,0.000577,0.000155,0.000160
241900,0.000666,0.001048,0.003068,0.006766,inf,0.000997,0.000995,0.002096,0.001632,0.000654,0.000155,0.000173
242000,0.000613,0.000963,0.003076,0.006935,0.001139,0.000998,0.000999,0.002110,0.001399,0.000637,0.000171,0.000160
242100,0.000604,0.000983,0.003071,0.007112,0.001136,0.000999,0.000998,0.002107,0.001345,0.000737,0.000162,0.000166
242200,0.000595,0.001003,0.003076,0.006506,0.001133,0.000994,0.000994,0.002103,0.001276,0.000661,0.000155,0.000169
242300,0.000618,0.000986,0.003084,0.006573,0.001123,0.000997,0.000997,0.002138,inf,0.000572,0.000162,0.000158
242400,0.000574,0.000994,0.003076,0.007156,0.001127,0.000999,0.000997,0.002156,0.001157,0.000686,0.000165,0.000166
242500,0.000592,0.000985,0.003079,0.007020,inf,0.000992,0.000995,0.002157,0.001251,0.000622,0.000153,0.000166
242600,0.000581,0.000939,0.003076,0.007607,0.001121,0.000999,0.000994,0.002121,0.001178,0.000653,0.000159,0.000176
242700,0.000539,0.000975,0.003074,0.007652,0.001137,0.000998,0.000999,0.002113,0.001208,0.000638,0.000163,0.000161
